LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
LN005673,37,60701,49678,655,120,1,13.91,240,0.0414,Bachelor's,Full-time,Single,No,No,Auto,No,0
LN005674,26,33645,38053,672,98,3,11.41,180,0.0761,High School,Full-time,Married,No,No,Business,No,0
LN005675,37,11224,12273,343,1,2,26.98,180,0.0745,PhD,Unemployed,Married,Yes,Yes,Auto,No,1
LN005676,42,33684,22489,649,44,15,13.61,60,0.135,High School,Self-employed,Single,No,No,Education,No,0
LN005677,35,94322,184493,696,104,3,9.78,360,0.0657,Bachelor's,Self-employed,Married,Yes,No,Business,No,0
LN005678,57,30149,31450,552,1,15,15.86,60,0.2114,High School,Self-employed,Single,No,Yes,Auto,Yes,0
LN005679,18,52628,39006,589,36,2,16.15,60,0.1502,Master's,Full-time,Married,No,No,Auto,No,0
LN005680,46,107573,160855,694,136,2,11.5,360,0.0503,Master's,Full-time,Single,Yes,Yes,Business,No,0
LN005681,29,10741,7370,375,0,7,24.99,120,0.07,Master's,Unemployed,Married,Yes,Yes,Auto,Yes,1
LN005682,47,9053,4195,783,3,18,5.47,24,0.2327,Bachelor's,Unemployed,Divorced,No,No,Education,Yes,0
LN005683,35,57987,50702,798,40,4,4.87,24,0.439,Bachelor's,Full-time,Married,No,No,Education,No,0
LN005684,18,95151,149783,705,32,11,11.22,48,0.3972,Master's,Full-time,Married,No,Yes,Business,No,0
LN005685,24,39035,17210,742,114,12,9.49,360,0.0148,High School,Full-time,Married,Yes,Yes,Personal,Yes,0
LN005686,43,23635,22268,795,91,17,3.96,60,0.1891,High School,Self-employed,Divorced,Yes,No,Auto,No,0
LN005687,54,31051,56726,517,64,19,20.08,12,0.99,High School,Full-time,Single,No,Yes,Business,No,0
LN005688,47,21297,13508,635,96,6,16.36,24,0.3215,Bachelor's,Part-time,Married,No,Yes,Business,No,1
LN005689,49,36866,28577,736,9,15,8.65,180,0.052,High School,Self-employed,Divorced,Yes,No,Auto,No,0
LN005690,49,21280,8097,555,34,7,17.72,180,0.0257,High School,Full-time,Divorced,Yes,Yes,Personal,No,1
LN005691,39,114834,100537,576,23,18,16.2,360,0.0296,PhD,Full-time,Single,No,No,Auto,No,0
LN005692,40,123329,203736,644,107,11,11.28,360,0.0556,PhD,Full-time,Single,No,Yes,Business,No,0
LN005693,46,69396,125281,699,1,0,12.64,360,0.0608,Bachelor's,Self-employed,Divorced,No,No,Business,Yes,1
LN005694,18,63756,20225,559,13,15,18.41,60,0.0644,Bachelor's,Full-time,Married,Yes,No,Personal,No,0
LN005695,33,28131,23594,727,52,9,7.01,240,0.0422,High School,Full-time,Married,Yes,Yes,Auto,No,1
LN005696,30,97567,72969,730,51,0,9.65,48,0.1885,PhD,Self-employed,Married,Yes,No,Auto,No,1
LN005697,27,72405,36635,726,17,16,9.82,360,0.017,Master's,Full-time,Divorced,No,No,Education,No,0
LN005698,20,31534,46678,673,121,9,11.18,60,0.2988,High School,Full-time,Married,No,No,Business,Yes,0
LN005699,35,28277,94333,596,171,6,16.35,36,0.99,Master's,Part-time,Divorced,Yes,Yes,Home,No,0
LN005700,31,26509,133559,651,129,9,12.9,48,0.99,Bachelor's,Part-time,Married,No,Yes,Home,No,1
LN005701,37,34100,93878,698,5,15,8.34,120,0.2772,High School,Full-time,Married,No,No,Home,No,0
LN005702,24,32254,41056,708,94,0,11.79,24,0.6427,High School,Full-time,Married,Yes,No,Business,Yes,0
LN005703,50,28514,97854,765,100,1,7.9,36,0.99,High School,Self-employed,Divorced,No,No,Home,Yes,0
LN005704,43,79094,30592,736,1,13,8.71,180,0.026,Bachelor's,Self-employed,Married,No,No,Personal,No,0
LN005705,26,50920,32846,640,85,16,12.45,180,0.0434,Master's,Part-time,Divorced,No,Yes,Education,No,0
LN005706,55,17704,12560,753,38,6,8.39,12,0.7144,High School,Part-time,Married,Yes,No,Education,No,0
LN005707,37,41722,17034,677,62,12,11.39,36,0.1374,High School,Self-employed,Married,No,No,Personal,No,0
LN005708,27,100615,118340,635,72,9,13.43,120,0.1189,PhD,Full-time,Single,No,Yes,Auto,No,0
LN005709,45,42791,43009,468,64,14,20.53,60,0.2045,Bachelor's,Full-time,Single,Yes,Yes,Auto,No,1
LN005710,42,42051,19855,719,103,8,9.53,36,0.1586,High School,Full-time,Married,Yes,Yes,Personal,No,0
LN005711,34,6539,10210,611,1,12,14.64,120,0.158,Bachelor's,Unemployed,Married,No,No,Business,No,1
LN005712,24,12374,19380,728,0,18,8.57,360,0.0526,Master's,Unemployed,Single,Yes,No,Business,No,0
LN005713,38,33905,38301,710,87,9,11.64,24,0.5703,High School,Self-employed,Married,Yes,No,Business,No,1
LN005714,23,31616,13765,594,49,15,14.92,48,0.1102,Bachelor's,Part-time,Married,Yes,No,Personal,No,1
LN005715,25,40842,15388,623,10,11,16.45,360,0.0127,High School,Self-employed,Married,Yes,No,Education,No,0
LN005716,25,67701,44358,584,3,2,15.09,120,0.0663,Master's,Full-time,Single,No,No,Education,No,0
LN005717,32,19007,9409,721,110,18,9.48,120,0.0499,High School,Part-time,Single,Yes,No,Education,Yes,0
LN005718,37,5734,2498,638,1,13,13.52,360,0.0147,Bachelor's,Unemployed,Single,No,Yes,Personal,No,0
LN005719,49,52563,37910,649,37,5,12.44,360,0.0243,PhD,Part-time,Single,No,Yes,Education,No,0
LN005720,43,28972,18611,634,99,3,12.56,48,0.1623,High School,Full-time,Single,No,No,Personal,Yes,0
LN005721,44,131571,109709,578,1,14,16.57,240,0.0423,PhD,Full-time,Single,Yes,No,Auto,No,0
LN005722,32,57923,58253,847,44,8,5.99,360,0.0337,Bachelor's,Full-time,Single,No,No,Business,Yes,0
LN005723,39,107266,41326,689,61,11,11.06,180,0.0259,Master's,Full-time,Married,No,No,Personal,No,0
LN005724,46,68949,49323,755,1,15,6.06,12,0.719,PhD,Full-time,Married,No,No,Auto,No,0
LN005725,32,60151,44040,762,66,18,6.5,60,0.1472,Bachelor's,Full-time,Divorced,Yes,Yes,Education,Yes,0
LN005726,42,16242,7967,788,90,4,4.21,60,0.0984,High School,Full-time,Married,No,No,Auto,Yes,0
LN005727,49,56485,18466,522,89,7,18.65,60,0.0664,Bachelor's,Full-time,Married,No,No,Personal,No,0
LN005728,25,93535,185738,579,71,1,16.18,48,0.5031,Master's,Self-employed,Married,No,No,Business,No,0
LN005729,38,29651,19930,697,129,19,11.08,36,0.2261,High School,Full-time,Single,Yes,No,Education,Yes,0
LN005730,38,79112,128907,844,54,11,5.82,60,0.3275,Master's,Full-time,Single,Yes,Yes,Business,No,0
LN005731,18,47055,40614,740,1,0,9.61,36,0.29,Bachelor's,Full-time,Single,No,No,Auto,No,0
LN005732,33,53230,30145,686,19,13,11.34,36,0.1906,Bachelor's,Self-employed,Married,No,No,Personal,Yes,0
LN005733,27,45255,140194,765,67,12,7.12,60,0.6232,High School,Self-employed,Married,No,Yes,Home,Yes,0
LN005734,44,62299,44015,728,85,10,10.04,60,0.1425,Bachelor's,Full-time,Divorced,No,Yes,Auto,No,0
LN005735,44,45614,25941,730,57,14,8.85,24,0.2865,Bachelor's,Full-time,Divorced,Yes,Yes,Personal,No,0
LN005736,38,56520,15130,559,7,19,19.4,36,0.0907,Bachelor's,Full-time,Single,No,No,Personal,Yes,1
LN005737,29,115092,157080,755,89,0,7.43,48,0.3433,PhD,Full-time,Married,Yes,No,Business,Yes,0
LN005738,21,79191,39278,539,94,11,16.94,60,0.1006,Bachelor's,Full-time,Single,No,No,Personal,Yes,1
LN005739,30,3466,2298,748,0,9,7.49,60,0.1334,High School,Unemployed,Married,Yes,Yes,Education,No,1
LN005740,27,34497,32990,763,72,4,7.24,36,0.3207,Bachelor's,Part-time,Married,Yes,No,Auto,No,0
LN005741,35,107522,47464,840,66,18,4.61,180,0.0295,Master's,Full-time,Married,No,No,Education,No,0
LN005742,36,60689,64114,641,20,0,14.06,180,0.0713,Master's,Full-time,Married,No,Yes,Business,No,1
LN005743,33,40069,13032,676,39,5,11.92,240,0.0164,Master's,Part-time,Married,No,No,Personal,No,0
LN005744,28,31069,21272,734,178,2,8.68,24,0.3448,Bachelor's,Part-time,Single,No,No,Education,No,0
LN005745,60,58565,62598,687,13,19,10.86,180,0.0719,Bachelor's,Full-time,Single,Yes,No,Business,No,0
LN005746,33,30534,40634,679,111,7,10.9,36,0.4476,High School,Full-time,Married,No,No,Business,Yes,0
LN005747,31,121112,44255,789,91,15,6.49,360,0.0122,Master's,Self-employed,Married,No,Yes,Education,Yes,0
LN005748,18,106519,85408,805,43,11,5.88,48,0.2014,PhD,Full-time,Married,No,No,Education,No,0
LN005749,49,61554,111978,309,1,6,27.66,180,0.1241,Bachelor's,Full-time,Married,Yes,No,Business,Yes,1
LN005750,46,58032,202150,696,67,12,11.59,12,0.99,Bachelor's,Full-time,Divorced,Yes,No,Home,No,0
LN005751,53,41072,13149,530,124,7,17.19,24,0.1624,Bachelor's,Part-time,Married,No,No,Personal,No,0
LN005752,25,23356,10391,705,38,3,8.67,24,0.2241,High School,Self-employed,Married,Yes,No,Personal,No,0
LN005753,20,75864,34161,685,36,2,12.59,120,0.0455,Master's,Full-time,Married,Yes,Yes,Personal,Yes,0
LN005754,34,32275,33451,726,19,4,9.99,180,0.0697,High School,Full-time,Married,Yes,Yes,Auto,Yes,0
LN005755,38,18106,64771,532,48,3,17.71,36,0.99,High School,Part-time,Single,No,No,Home,Yes,1
LN005756,23,68609,70642,760,99,17,8.58,60,0.2074,Master's,Full-time,Married,Yes,No,Auto,No,0
LN005757,31,18409,11800,573,68,19,17.19,60,0.13,High School,Part-time,Divorced,Yes,No,Education,No,0
LN005758,37,52509,87852,756,53,17,9.06,240,0.0843,Bachelor's,Full-time,Single,No,Yes,Business,No,0
LN005759,30,94320,61658,577,90,12,15.89,12,0.6624,PhD,Full-time,Married,Yes,Yes,Auto,No,0
LN005760,38,34954,8931,555,37,4,16.6,36,0.0863,High School,Full-time,Married,No,Yes,Personal,No,1
LN005761,36,45211,41928,498,45,1,18.25,48,0.2354,Master's,Part-time,Single,No,No,Auto,Yes,0
LN005762,29,24310,87658,656,77,7,12.68,240,0.1822,High School,Full-time,Married,Yes,No,Home,No,0
LN005763,58,8530,24275,789,0,5,7.49,60,0.5727,Bachelor's,Unemployed,Married,No,No,Home,No,0
LN005764,23,44686,60679,706,34,9,8.05,180,0.0911,Bachelor's,Full-time,Single,No,Yes,Business,No,0
LN005765,52,33005,13969,741,55,15,8.43,240,0.0213,Bachelor's,Part-time,Married,No,No,Education,Yes,0
LN005766,23,33484,108468,490,78,10,19.61,240,0.1646,High School,Self-employed,Divorced,Yes,Yes,Home,No,0
LN005767,34,35281,23213,687,114,16,12.22,180,0.0443,High School,Full-time,Married,No,Yes,Education,No,1
LN005768,51,53629,91075,725,1,13,8.26,120,0.171,Bachelor's,Full-time,Married,Yes,No,Home,Yes,0
LN005769,22,4288,1413,816,0,3,7.45,24,0.1658,High School,Unemployed,Married,No,No,Personal,No,0
LN005770,42,113952,246708,658,90,7,11.45,180,0.1457,PhD,Full-time,Married,No,Yes,Home,No,1
LN005771,40,56001,242210,479,32,12,21.27,48,0.99,Bachelor's,Full-time,Married,No,No,Home,No,1
LN005772,42,77210,24538,656,20,12,11.39,24,0.1604,Master's,Full-time,Divorced,Yes,No,Education,Yes,0
LN005773,30,4776,10367,479,3,10,20.35,36,0.7358,High School,Unemployed,Married,No,Yes,Home,No,0
LN005774,33,36745,94392,813,19,8,3.14,60,0.5151,High School,Full-time,Single,No,Yes,Home,No,0
LN005775,37,52952,26618,521,62,11,16.72,12,0.5097,Bachelor's,Full-time,Married,No,Yes,Personal,No,0
LN005776,71,4679,3320,826,2,14,6.9,12,0.7136,Bachelor's,Unemployed,Married,Yes,Yes,Education,No,0
LN005777,33,73086,64132,609,79,13,14.02,360,0.0296,Master's,Full-time,Divorced,No,Yes,Business,No,0
LN005778,51,45608,41594,781,75,6,9.45,48,0.2298,Bachelor's,Self-employed,Single,No,No,Auto,No,0
LN005779,40,30747,40738,830,15,12,4.86,36,0.4434,High School,Self-employed,Single,Yes,No,Business,No,0
LN005780,40,64131,61751,622,29,13,13.55,360,0.0325,Bachelor's,Full-time,Single,No,Yes,Auto,No,0
LN005781,54,67601,262468,801,111,7,5.08,180,0.2599,Bachelor's,Full-time,Single,No,Yes,Home,No,0
LN005782,41,80385,104432,600,78,13,13.6,240,0.0657,Bachelor's,Self-employed,Married,Yes,Yes,Business,No,0
LN005783,21,38253,24411,772,106,19,10.53,180,0.0429,Bachelor's,Full-time,Single,Yes,Yes,Auto,No,0
LN005784,27,6952,1785,705,3,17,9.26,24,0.1294,Bachelor's,Unemployed,Married,Yes,Yes,Personal,No,1
LN005785,50,34132,71556,654,59,3,12.82,36,0.7063,High School,Full-time,Married,Yes,No,Business,No,1
LN005786,42,32358,130608,778,36,16,6.99,36,0.99,High School,Full-time,Single,Yes,No,Home,No,0
LN005787,48,5582,7049,627,2,13,15.22,180,0.0853,Bachelor's,Unemployed,Married,Yes,Yes,Business,No,1
LN005788,18,3582,1353,445,2,14,22.04,60,0.0769,High School,Unemployed,Single,Yes,No,Personal,No,1
LN005789,54,73777,51243,837,102,6,3.0,60,0.1393,Bachelor's,Full-time,Single,No,No,Education,No,0
LN005790,40,8760,6112,611,1,2,15.57,120,0.0707,Master's,Unemployed,Married,No,Yes,Auto,No,0
LN005791,42,115014,193253,660,88,14,10.7,36,0.5651,PhD,Full-time,Married,No,Yes,Business,No,0
LN005792,55,66503,34865,746,69,3,9.43,120,0.0528,Bachelor's,Full-time,Single,Yes,No,Education,Yes,0
LN005793,36,35613,115709,732,98,7,9.71,36,0.99,High School,Self-employed,Single,No,No,Home,No,0
LN005794,51,43403,44770,763,110,1,8.65,24,0.5195,High School,Full-time,Single,No,No,Business,No,0
LN005795,33,35026,17885,623,91,18,15.36,48,0.1293,High School,Full-time,Married,Yes,No,Auto,No,1
LN005796,33,32686,7653,673,36,4,10.42,240,0.0118,High School,Full-time,Married,No,No,Personal,No,0
LN005797,30,32722,48263,702,94,1,9.44,360,0.0496,High School,Self-employed,Married,No,No,Business,No,0
LN005798,34,37442,167764,714,12,9,8.95,24,0.99,High School,Full-time,Married,No,No,Home,Yes,0
LN005799,37,3905,4661,731,3,18,8.62,60,0.2404,High School,Unemployed,Married,Yes,No,Business,Yes,0
LN005800,42,20678,15776,695,30,2,10.34,60,0.1539,High School,Part-time,Single,Yes,Yes,Auto,No,0
LN005801,41,64718,223669,653,21,6,13.01,60,0.6987,PhD,Full-time,Single,Yes,No,Home,No,0
LN005802,23,19202,11899,579,115,8,15.95,60,0.1256,High School,Part-time,Divorced,Yes,No,Education,No,0
LN005803,33,29839,12377,592,30,16,16.42,360,0.014,Bachelor's,Part-time,Married,Yes,No,Personal,No,0
LN005804,38,72640,131310,686,109,4,11.94,180,0.1217,Bachelor's,Self-employed,Single,No,Yes,Business,No,0
LN005805,28,118553,408336,688,79,7,10.43,240,0.1737,PhD,Self-employed,Married,No,Yes,Home,No,0
LN005806,53,55069,192196,787,116,9,8.58,48,0.8788,Bachelor's,Full-time,Married,No,No,Home,No,0
LN005807,46,34111,9607,695,1,5,10.83,60,0.0568,High School,Full-time,Single,Yes,No,Personal,No,0
LN005808,29,33110,43016,736,67,12,9.25,60,0.2618,High School,Full-time,Single,Yes,Yes,Auto,Yes,0
LN005809,56,25038,10105,749,104,0,7.99,360,0.0135,Bachelor's,Part-time,Married,Yes,Yes,Personal,No,0
LN005810,36,8347,35395,686,0,18,10.74,36,0.99,Master's,Unemployed,Divorced,Yes,Yes,Home,No,0
LN005811,56,49393,96815,746,75,14,8.17,180,0.1316,Bachelor's,Full-time,Married,No,No,Business,No,0
LN005812,53,42313,159583,832,94,9,4.02,360,0.1261,Bachelor's,Full-time,Married,Yes,Yes,Home,No,0
LN005813,37,70708,64524,726,89,3,9.48,60,0.184,Master's,Self-employed,Divorced,No,No,Auto,Yes,0
LN005814,48,68105,184536,713,113,1,11.59,24,0.99,Bachelor's,Full-time,Single,No,Yes,Home,No,0
LN005815,43,86687,43542,595,40,9,13.94,48,0.127,Master's,Full-time,Single,No,Yes,Personal,No,0
LN005816,29,59221,63041,697,115,3,10.94,60,0.2148,PhD,Part-time,Married,No,No,Auto,Yes,0
LN005817,50,105722,354637,386,34,9,25.24,36,0.99,Master's,Self-employed,Single,Yes,No,Home,No,1
LN005818,29,85248,31927,725,2,17,9.81,180,0.0252,Master's,Self-employed,Married,No,No,Personal,No,0
LN005819,38,11489,7028,545,1,11,17.42,60,0.1241,PhD,Unemployed,Single,No,No,Education,No,0
LN005820,18,85441,73159,738,17,5,8.95,60,0.1725,Bachelor's,Self-employed,Married,Yes,Yes,Auto,Yes,1
LN005821,49,71595,109364,636,67,7,14.51,36,0.5153,Master's,Self-employed,Single,No,Yes,Business,No,1
LN005822,37,29333,20341,539,1,15,15.35,180,0.0468,Master's,Part-time,Divorced,No,No,Education,No,1
LN005823,36,27365,9703,608,111,1,14.54,180,0.0239,High School,Full-time,Single,Yes,Yes,Auto,No,1
LN005824,37,49285,19182,619,68,9,14.71,36,0.1313,Bachelor's,Full-time,Married,No,No,Personal,No,0
LN005825,36,34240,57301,673,34,3,10.96,240,0.0844,High School,Full-time,Married,Yes,No,Business,No,0
LN005826,27,55757,43169,716,26,0,11.91,360,0.0261,Master's,Part-time,Divorced,No,Yes,Auto,No,1
LN005827,54,30568,140586,802,74,14,6.45,360,0.1541,Master's,Part-time,Divorced,Yes,Yes,Home,Yes,0
LN005828,18,36586,17843,773,72,0,7.06,12,0.4906,High School,Full-time,Married,Yes,No,Auto,No,1
LN005829,36,16964,42968,674,29,5,12.89,12,0.99,High School,Full-time,Divorced,Yes,Yes,Home,No,0
LN005830,43,46765,59442,695,51,8,8.59,240,0.064,Bachelor's,Full-time,Married,No,Yes,Business,Yes,0
LN005831,45,58332,30209,639,87,2,12.41,36,0.1744,Bachelor's,Full-time,Divorced,No,No,Education,Yes,0
LN005832,30,55345,226253,657,119,14,12.72,60,0.8263,Bachelor's,Self-employed,Divorced,No,Yes,Home,Yes,0
LN005833,39,98008,72103,749,1,11,9.57,240,0.0371,Master's,Full-time,Single,No,No,Auto,Yes,0
LN005834,35,62416,111925,835,51,9,3.5,12,0.99,Bachelor's,Full-time,Married,Yes,No,Business,No,0
LN005835,38,68231,61441,813,50,9,7.22,360,0.0302,Master's,Full-time,Married,Yes,Yes,Auto,Yes,0
LN005836,48,33032,11274,681,124,19,12.11,360,0.0115,High School,Self-employed,Married,Yes,Yes,Personal,No,0
LN005837,27,35269,16937,833,62,14,3.99,120,0.0482,High School,Self-employed,Married,Yes,No,Personal,No,0
LN005838,66,49745,162401,790,87,18,7.47,60,0.657,Bachelor's,Full-time,Married,Yes,No,Home,Yes,0
LN005839,55,36198,35041,602,57,19,14.93,48,0.245,High School,Full-time,Single,Yes,No,Auto,No,0
LN005840,37,38694,79636,640,101,8,14.03,48,0.5205,High School,Full-time,Married,Yes,No,Business,No,0
LN005841,41,29786,36048,581,129,3,15.33,48,0.3064,High School,Full-time,Married,No,Yes,Auto,No,0
LN005842,49,86718,76978,787,50,15,7.93,36,0.2978,Master's,Full-time,Single,No,No,Auto,No,0
LN005843,63,30896,12582,785,35,19,6.67,360,0.0137,High School,Full-time,Single,No,No,Personal,No,0
LN005844,49,19757,15888,557,74,8,17.68,60,0.1632,High School,Part-time,Married,No,No,Auto,Yes,0
LN005845,34,18557,4581,617,6,2,15.02,240,0.0125,High School,Part-time,Single,Yes,Yes,Personal,No,0
LN005846,18,3183,13736,730,2,8,8.85,24,0.99,High School,Unemployed,Single,Yes,No,Home,Yes,0
LN005847,49,35288,97899,670,1,2,10.19,60,0.5596,High School,Full-time,Single,No,Yes,Home,Yes,0
LN005848,37,84462,155152,316,73,18,27.09,360,0.0626,Master's,Full-time,Married,Yes,No,Business,No,1
LN005849,46,112815,84758,800,113,7,7.07,180,0.0504,PhD,Self-employed,Married,No,No,Education,No,0
LN005850,19,100720,80359,443,88,19,20.14,36,0.2704,Master's,Self-employed,Married,Yes,Yes,Auto,Yes,0
LN005851,43,4516,1601,525,2,0,17.89,36,0.1199,High School,Unemployed,Married,No,Yes,Personal,No,0
LN005852,20,4070,2237,704,0,7,9.46,360,0.0185,High School,Unemployed,Married,Yes,No,Auto,No,0
LN005853,51,5897,4649,497,0,1,19.9,240,0.0401,Bachelor's,Unemployed,Single,Yes,No,Auto,No,1
LN005854,30,56065,192494,566,105,3,18.21,120,0.3486,Bachelor's,Self-employed,Single,No,Yes,Home,Yes,0
LN005855,31,63877,44151,610,36,8,13.89,180,0.0466,Bachelor's,Full-time,Married,No,Yes,Auto,No,0
LN005856,51,81274,473779,673,44,4,12.26,48,0.99,Bachelor's,Self-employed,Single,Yes,Yes,Home,No,0
LN005857,30,36659,19965,569,1,11,17.56,48,0.1381,Bachelor's,Part-time,Single,No,No,Personal,No,0
LN005858,38,99656,52109,611,73,13,15.5,240,0.0265,Master's,Full-time,Married,No,No,Personal,No,1
LN005859,40,79201,86463,603,106,15,13.98,60,0.2209,Master's,Self-employed,Single,Yes,Yes,Business,No,1
LN005860,31,29263,29446,678,84,1,11.75,24,0.5081,High School,Self-employed,Married,No,No,Business,No,0
LN005861,46,7260,3180,607,1,3,15.75,36,0.1479,Bachelor's,Unemployed,Married,Yes,Yes,Education,No,1
LN005862,49,27715,42748,584,35,13,14.91,36,0.5205,Bachelor's,Part-time,Single,No,Yes,Business,No,1
LN005863,60,31140,16315,434,17,16,20.81,36,0.1777,High School,Self-employed,Single,Yes,No,Personal,No,1
LN005864,48,82793,119765,703,92,17,9.99,360,0.0486,Master's,Full-time,Single,No,Yes,Business,No,0
LN005865,46,67202,104637,583,59,13,16.34,120,0.1578,PhD,Full-time,Married,Yes,Yes,Business,No,0
LN005866,26,112428,351110,841,112,3,4.04,240,0.1567,Master's,Self-employed,Married,Yes,Yes,Home,No,0
LN005867,38,133320,123414,765,1,2,8.46,120,0.0932,PhD,Full-time,Married,Yes,Yes,Auto,Yes,0
LN005868,32,46689,201286,624,63,12,12.36,360,0.1452,High School,Self-employed,Single,No,No,Home,No,0
LN005869,35,6924,3057,511,3,12,16.76,60,0.0895,Bachelor's,Unemployed,Single,No,No,Personal,No,0
LN005870,52,45549,115631,730,24,1,7.52,36,0.8515,Bachelor's,Full-time,Divorced,Yes,Yes,Home,No,0
LN005871,45,5535,2709,764,0,12,5.81,24,0.2459,Bachelor's,Unemployed,Married,No,No,Personal,No,0
LN005872,43,34880,21069,588,61,17,17.97,60,0.1226,High School,Full-time,Single,Yes,No,Education,Yes,1
LN005873,34,63752,36826,308,49,13,27.37,120,0.0591,Bachelor's,Self-employed,Married,Yes,No,Auto,No,1
LN005874,31,71612,75267,335,54,18,25.29,180,0.0715,Bachelor's,Self-employed,Married,No,No,Business,No,0
LN005875,20,27541,67777,666,102,15,13.38,240,0.1244,High School,Full-time,Married,Yes,Yes,Home,Yes,0
LN005876,27,37210,15820,761,123,4,6.9,120,0.0428,Master's,Part-time,Single,No,No,Education,Yes,0
LN005877,46,53537,45272,749,1,17,9.42,60,0.1705,Bachelor's,Full-time,Single,No,No,Auto,No,0
LN005878,47,48215,80222,833,42,11,6.88,240,0.0837,Bachelor's,Self-employed,Married,No,Yes,Business,No,0
LN005879,31,11114,30991,611,1,19,13.3,240,0.141,Master's,Unemployed,Married,No,No,Home,No,1
LN005880,46,49863,48787,617,1,12,13.04,36,0.3297,Bachelor's,Full-time,Single,Yes,No,Auto,Yes,0
LN005881,51,46999,30924,687,44,4,10.97,36,0.2213,Bachelor's,Full-time,Married,No,No,Education,No,1
LN005882,31,28731,25064,830,33,5,5.24,60,0.1752,Bachelor's,Part-time,Married,No,No,Auto,Yes,0
LN005883,18,89808,81151,666,38,18,10.87,60,0.1824,Master's,Full-time,Single,No,Yes,Auto,No,0
LN005884,56,45444,33415,722,53,13,6.54,48,0.1848,Master's,Part-time,Married,No,Yes,Education,No,0
LN005885,30,45953,66062,694,86,4,10.49,180,0.0967,Bachelor's,Self-employed,Married,No,Yes,Business,No,0
LN005886,45,9531,3631,731,2,7,10.42,48,0.0961,PhD,Unemployed,Single,No,No,Personal,No,0
LN005887,21,68012,54323,821,49,5,4.29,12,0.8016,Master's,Full-time,Divorced,Yes,Yes,Auto,No,0
LN005888,28,80556,33971,595,20,17,17.6,120,0.0428,Bachelor's,Self-employed,Married,Yes,No,Personal,No,0
LN005889,48,38154,35756,675,39,11,12.36,36,0.3156,High School,Self-employed,Single,Yes,Yes,Business,No,1
LN005890,49,27695,50694,793,1,16,5.94,60,0.3679,High School,Self-employed,Married,No,No,Business,No,0
LN005891,40,24891,8445,736,77,8,11.83,240,0.0171,Bachelor's,Part-time,Married,No,Yes,Personal,No,0
LN005892,29,52431,27278,771,1,9,5.62,60,0.1045,Bachelor's,Full-time,Divorced,No,No,Personal,No,0
LN005893,59,34112,113190,677,50,6,12.69,60,0.6707,High School,Full-time,Married,Yes,No,Home,Yes,0
LN005894,23,72324,96085,529,111,4,19.39,240,0.0675,Bachelor's,Self-employed,Married,Yes,No,Business,No,0
LN005895,51,4042,1902,603,3,10,15.11,12,0.4765,High School,Unemployed,Single,Yes,No,Personal,No,1
LN005896,42,29226,29702,596,84,11,13.68,360,0.0343,Bachelor's,Part-time,Divorced,No,No,Business,Yes,0
LN005897,52,59159,33851,846,61,4,4.83,180,0.0383,Bachelor's,Full-time,Married,Yes,No,Personal,Yes,0
LN005898,34,37653,50443,775,1,13,8.02,120,0.1349,High School,Full-time,Married,No,Yes,Business,No,0
LN005899,35,29726,25361,542,111,5,17.76,36,0.2886,High School,Full-time,Single,No,No,Auto,No,0
LN005900,42,65575,54613,588,39,14,12.59,36,0.2805,Bachelor's,Self-employed,Divorced,Yes,Yes,Auto,Yes,0
LN005901,61,28409,43580,790,80,8,8.24,60,0.3089,High School,Full-time,Married,Yes,No,Business,No,0
LN005902,32,79080,28865,849,14,4,4.03,180,0.0244,Master's,Full-time,Married,No,Yes,Personal,No,0
LN005903,43,89625,133344,799,38,14,6.83,36,0.4988,Master's,Full-time,Single,No,No,Business,No,0
LN005904,62,69601,42325,665,57,3,14.51,60,0.1231,Master's,Full-time,Married,Yes,Yes,Education,Yes,0
LN005905,46,70617,38196,320,1,4,24.25,24,0.2759,Bachelor's,Self-employed,Married,No,Yes,Personal,Yes,1
LN005906,39,91066,135652,751,83,14,8.06,180,0.1,Master's,Full-time,Married,No,No,Business,No,0
LN005907,34,103603,31321,431,21,15,22.63,24,0.154,PhD,Full-time,Divorced,Yes,Yes,Personal,No,0
LN005908,18,28101,46531,680,31,19,11.57,180,0.1115,Bachelor's,Part-time,Married,No,Yes,Business,No,1
LN005909,40,75099,60186,699,43,9,10.07,120,0.0808,Master's,Full-time,Single,Yes,Yes,Auto,No,0
LN005910,28,121256,355644,828,62,8,5.62,120,0.2947,PhD,Full-time,Single,Yes,No,Home,No,0
LN005911,55,8638,13503,618,0,13,12.8,48,0.395,Bachelor's,Unemployed,Married,Yes,No,Business,No,0
LN005912,25,51635,34686,670,60,12,12.05,120,0.0678,Bachelor's,Full-time,Married,No,Yes,Auto,No,0
LN005913,27,73418,64787,503,61,13,20.42,12,0.8975,Bachelor's,Self-employed,Single,No,Yes,Auto,Yes,1
LN005914,43,31822,29014,671,115,14,11.81,24,0.4604,High School,Full-time,Married,No,No,Auto,Yes,0
LN005915,41,14325,8231,396,2,17,23.18,60,0.1171,PhD,Unemployed,Single,Yes,Yes,Auto,No,1
